state,survey_type,total_kindergarten_population,percent_surveyed,target,footnotes,year,percent_vaccinated,vaccination
Idaho,Census,22686,100.0,95.0,*,2015_16,92.5,Hepatitis B Vaccination
Idaho,Census,22624,100.0,95.0,*,2009_10,87.0,MMR Vaccination
Idaho,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Idaho,Census,22762,100.0,95.0,*,2011_12,89.2,MMR Vaccination
Idaho,Census,23888,100.0,95.0,*,2012_13,88.4,MMR Vaccination
Idaho,Census,23934,100.0,95.0,*,2013_14,88.2,MMR Vaccination
Idaho,Census,22968,100.0,95.0,*,2014_15,89.5,MMR Vaccination
Idaho,Census,22686,100.0,95.0,*,2015_16,90.2,MMR Vaccination
Idaho,Census,22624,100.0,95.0,*,2009_10,92.8,Polio Vaccination
Idaho,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Idaho,Census,22762,100.0,95.0,*,2011_12,89.6,Polio Vaccination
Idaho,Census,23888,100.0,95.0,*,2012_13,88.5,Polio Vaccination
Idaho,Census,23934,100.0,95.0,*,2013_14,88.4,Polio Vaccination
Idaho,Census,22968,100.0,95.0,*,2014_15,90.1,Polio Vaccination
Idaho,Census,22686,100.0,95.0,*,2015_16,90.6,Polio Vaccination
Illinois,Census,165845,100.0,95.0,NaN,2009_10,96.5,1 dose Varicella Vaccination (unknown disease history)
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,163311,100.0,95.0,*,2011_12,98.0,1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,166884,100.0,95.0,*,2012_13,96.6,1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,163316,100.0,95.0,*,2013_14,96.6,1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,156942,100.0,95.0,*,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,151309,100.0,95.0,*,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Illinois,Census,165845,100.0,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,163311,100.0,95.0,*,2011_12,NReq,2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,166884,100.0,95.0,*,2012_13,NReq,2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,163316,100.0,95.0,*,2013_14,NReq,2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,156942,100.0,95.0,*,2014_15,95.3,2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,151309,100.0,95.0,*,2015_16,95.5,2 doses Varicella Vaccination (unknown disease history)
Illinois,Census,165845,100.0,95.0,NaN,2009_10,95.6,DTP/DTaP/DT Vaccination
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Illinois,Census,163311,100.0,95.0,*,2011_12,96.4,DTP/DTaP/DT Vaccination
Illinois,Census,166884,100.0,95.0,*,2012_13,94.6,DTP/DTaP/DT Vaccination
Illinois,Census,163316,100.0,95.0,*,2013_14,95.0,DTP/DTaP/DT Vaccination
Illinois,Census,156942,100.0,95.0,*,2014_15,94.9,DTP/DTaP/DT Vaccination
Illinois,Census,151309,100.0,95.0,*,2015_16,95.0,DTP/DTaP/DT Vaccination
Illinois,Census,165845,100.0,95.0,NaN,2009_10,NReq,Hepatitis B Vaccination
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Illinois,Census,163311,100.0,95.0,*,2011_12,NReq,Hepatitis B Vaccination
Illinois,Census,166884,100.0,95.0,*,2012_13,NReq,Hepatitis B Vaccination
Illinois,Census,163316,100.0,95.0,*,2013_14,NReq,Hepatitis B Vaccination
Illinois,Census,156942,100.0,95.0,*,2014_15,NReq,Hepatitis B Vaccination
Illinois,Census,151309,100.0,95.0,*,2015_16,NReq,Hepatitis B Vaccination
Illinois,Census,165845,100.0,95.0,NaN,2009_10,94.5,MMR Vaccination
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Illinois,Census,163311,100.0,95.0,*,2011_12,97.3,MMR Vaccination
Illinois,Census,166884,100.0,95.0,*,2012_13,95.5,MMR Vaccination
Illinois,Census,163316,100.0,95.0,*,2013_14,94.7,MMR Vaccination
Illinois,Census,156942,100.0,95.0,*,2014_15,94.7,MMR Vaccination
Illinois,Census,151309,100.0,95.0,*,2015_16,94.9,MMR Vaccination
Illinois,Census,165845,100.0,95.0,NaN,2009_10,95.8,Polio Vaccination
Illinois,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Illinois,Census,163311,100.0,95.0,*,2011_12,96.2,Polio Vaccination
Illinois,Census,166884,100.0,95.0,*,2012_13,94.4,Polio Vaccination
Illinois,Census,163316,100.0,95.0,*,2013_14,94.9,Polio Vaccination
Illinois,Census,156942,100.0,95.0,*,2014_15,94.8,Polio Vaccination
Illinois,Census,151309,100.0,95.0,*,2015_16,94.9,Polio Vaccination
Indiana,Census,84390,94.7,95.0,NaN,2009_10,96.0,1 dose Varicella Vaccination (unknown disease history)
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Indiana,Census,84390,94.7,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,91.9,2 doses Varicella Vaccination (unknown disease history)
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,93.9,2 doses Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,90.2,2 doses Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,90.1,2 doses Varicella Vaccination (unknown disease history)
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,88.0,2 doses Varicella Vaccination (unknown disease history)
Indiana,Census,84390,94.7,95.0,NaN,2009_10,91.1,DTP/DTaP/DT Vaccination
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,90.2,DTP/DTaP/DT Vaccination
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,90.1,DTP/DTaP/DT Vaccination
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,81.8,DTP/DTaP/DT Vaccination
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,92.7,DTP/DTaP/DT Vaccination
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,92.6,DTP/DTaP/DT Vaccination
Indiana,Census,84390,94.7,95.0,NaN,2009_10,95.2,Hepatitis B Vaccination
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,93.2,Hepatitis B Vaccination
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,95.6,Hepatitis B Vaccination
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,97.1,Hepatitis B Vaccination
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,90.3,Hepatitis B Vaccination
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,90.3,Hepatitis B Vaccination
Indiana,Census,84390,94.7,95.0,NaN,2009_10,92.8,MMR Vaccination
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,93.3,MMR Vaccination
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,95.4,MMR Vaccination
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,92.9,MMR Vaccination
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,89.3,MMR Vaccination
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,89.2,MMR Vaccination
Indiana,Census,84390,94.7,95.0,NaN,2009_10,92.9,Polio Vaccination
Indiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Indiana,Voluntary Response,83416,67.5,95.0,NaN,2011_12,90.4,Polio Vaccination
Indiana,Voluntary Response,86983,83.4,95.0,NaN,2012_13,93.4,Polio Vaccination
Indiana,Voluntary response,87193,70.3,95.0,NaN,2013_14,90.0,Polio Vaccination
Indiana,Voluntary response,85477,70.1,95.0,NaN,2014_15,89.7,Polio Vaccination
Indiana,Voluntary response,83525,69.5,95.0,NaN,2015_16,89.7,Polio Vaccination
Iowa,Census,42698,100.0,95.0,≥,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,40978,100.0,95.0,*,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,41701,99.9,95.0,NaN,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,43728,94.6,95.0,NaN,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,43239,96.3,95.0,NaN,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Iowa,Census,42698,100.0,95.0,≥,2009_10,84.5,2 doses Varicella Vaccination (unknown disease history)
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,40978,100.0,95.0,≥. *,2011_12,91.1,2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,41701,99.9,95.0,≥,2012_13,90.5,2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,43728,94.6,95.0,≥,2013_14,91.0,2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,43239,96.3,95.0,≥,2014_15,91.9,2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,91.8,2 doses Varicella Vaccination (unknown disease history)
Iowa,Census,42698,100.0,95.0,≥,2009_10,84.5,DTP/DTaP/DT Vaccination
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Iowa,Census,40978,100.0,95.0,≥. *,2011_12,91.1,DTP/DTaP/DT Vaccination
Iowa,Census,41701,99.9,95.0,≥,2012_13,90.5,DTP/DTaP/DT Vaccination
Iowa,Census,43728,94.6,95.0,≥,2013_14,91.0,DTP/DTaP/DT Vaccination
Iowa,Census,43239,96.3,95.0,≥,2014_15,91.9,DTP/DTaP/DT Vaccination
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,91.8,DTP/DTaP/DT Vaccination
Iowa,Census,42698,100.0,95.0,≥,2009_10,84.5,Hepatitis B Vaccination
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Iowa,Census,40978,100.0,95.0,≥. *,2011_12,91.1,Hepatitis B Vaccination
Iowa,Census,41701,99.9,95.0,≥,2012_13,90.5,Hepatitis B Vaccination
Iowa,Census,43728,94.6,95.0,≥,2013_14,91.0,Hepatitis B Vaccination
Iowa,Census,43239,96.3,95.0,≥,2014_15,91.9,Hepatitis B Vaccination
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,91.8,Hepatitis B Vaccination
Iowa,Census,42698,100.0,95.0,≥,2009_10,84.5,MMR Vaccination
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Iowa,Census,40978,100.0,95.0,≥. *,2011_12,91.1,MMR Vaccination
Iowa,Census,41701,99.9,95.0,≥,2012_13,90.5,MMR Vaccination
Iowa,Census,43728,94.6,95.0,≥,2013_14,91.0,MMR Vaccination
Iowa,Census,43239,96.3,95.0,≥,2014_15,91.9,MMR Vaccination
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,91.8,MMR Vaccination
Iowa,Census,42698,100.0,95.0,≥,2009_10,84.5,Polio Vaccination
Iowa,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Iowa,Census,40978,100.0,95.0,≥. *,2011_12,91.1,Polio Vaccination
Iowa,Census,41701,99.9,95.0,≥,2012_13,90.5,Polio Vaccination
Iowa,Census,43728,94.6,95.0,≥,2013_14,91.0,Polio Vaccination
Iowa,Census,43239,96.3,95.0,≥,2014_15,91.9,Polio Vaccination
Iowa,Census,41215,100.0,95.0,≥.*,2015_16,91.8,Polio Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),39073,39.1,95.0,†,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample (Public); Census (Private),41107,29.0,95.0,†. ‡,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public);  Census (Private),39073,39.1,95.0,†,2009_10,85.3,2 doses Varicella Vaccination (unknown disease history)
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,85.9,2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,88.4,2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample (Public); Census (Private),41107,29.0,95.0,†. ‡,2013_14,85.5,2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,88.9,2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,87.9,2 doses Varicella Vaccination (unknown disease history)
Kansas,Stratified 1-stage sample  (Public).  Census (Private),39073,39.1,95.0,†,2009_10,97.1,DTP/DTaP/DT Vaccination
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,88.0,DTP/DTaP/DT Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,88.9,DTP/DTaP/DT Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),41107,29.0,95.0,†. ‡,2013_14,87.6,DTP/DTaP/DT Vaccination
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,89.6,DTP/DTaP/DT Vaccination
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,89.4,DTP/DTaP/DT Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),39073,39.1,95.0,†,2009_10,97.0,Hepatitis B Vaccination
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,95.8,Hepatitis B Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,88.1,Hepatitis B Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),41107,29.0,95.0,†. ‡,2013_14,95.3,Hepatitis B Vaccination
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,97.6,Hepatitis B Vaccination
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,96.8,Hepatitis B Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),39073,39.1,95.0,†,2009_10,90.9,MMR Vaccination
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,88.2,MMR Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,90.0,MMR Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),41107,29.0,95.0,†. ‡,2013_14,86.9,MMR Vaccination
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,89.2,MMR Vaccination
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,89.4,MMR Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),39073,39.1,95.0,†,2009_10,97.9,Polio Vaccination
Kansas,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),38402,52.7,95.0,†,2011_12,96.9,Polio Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),40738,31.8,95.0,†. ‡,2012_13,86.7,Polio Vaccination
Kansas,Stratified 1-stage sample  (Public);  Census (Private),41107,29.0,95.0,†. ‡,2013_14,86.7,Polio Vaccination
Kansas,Stratified 2-stage cluster sample,39685,24.5,95.0,†.‡,2014_15,90.0,Polio Vaccination
Kansas,Stratified 2-stage cluster sample,39555,21.0,95.0,†.‡.§,2015_16,88.3,Polio Vaccination
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,75.7,1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,58466,97.2,95.0,‡,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,57857,100.0,95.0,*,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,57884,97.2,95.0,‡,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,NReq,2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,58466,97.2,95.0,‡,2012_13,89.5,2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,57857,100.0,95.0,*,2013_14,91.9,2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,57884,97.2,95.0,‡,2014_15,92.3,2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,91.6,2 doses Varicella Vaccination (unknown disease history)
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,93.2,DTP/DTaP/DT Vaccination
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,93.7,DTP/DTaP/DT Vaccination
Kentucky,Census,58466,97.2,95.0,‡,2012_13,94.1,DTP/DTaP/DT Vaccination
Kentucky,Census,57857,100.0,95.0,*,2013_14,93.9,DTP/DTaP/DT Vaccination
Kentucky,Census,57884,97.2,95.0,‡,2014_15,94.4,DTP/DTaP/DT Vaccination
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,93.9,DTP/DTaP/DT Vaccination
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,93.0,Hepatitis B Vaccination
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,93.3,Hepatitis B Vaccination
Kentucky,Census,58466,97.2,95.0,‡,2012_13,93.7,Hepatitis B Vaccination
Kentucky,Census,57857,100.0,95.0,*,2013_14,94.1,Hepatitis B Vaccination
Kentucky,Census,57884,97.2,95.0,‡,2014_15,94.1,Hepatitis B Vaccination
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,93.5,Hepatitis B Vaccination
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,92.2,MMR Vaccination
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,92.0,MMR Vaccination
Kentucky,Census,58466,97.2,95.0,‡,2012_13,92.4,MMR Vaccination
Kentucky,Census,57857,100.0,95.0,*,2013_14,92.6,MMR Vaccination
Kentucky,Census,57884,97.2,95.0,‡,2014_15,92.7,MMR Vaccination
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,92.2,MMR Vaccination
Kentucky,Census,56526,92.9,95.0,NaN,2009_10,94.1,Polio Vaccination
Kentucky,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Kentucky,Census,58185,91.8,95.0,NaN,2011_12,95.0,Polio Vaccination
Kentucky,Census,58466,97.2,95.0,‡,2012_13,94.3,Polio Vaccination
Kentucky,Census,57857,100.0,95.0,*,2013_14,94.3,Polio Vaccination
Kentucky,Census,57884,97.2,95.0,‡,2014_15,94.7,Polio Vaccination
Kentucky,Census,54353,99.5,95.0,‡.§,2015_16,94.3,Polio Vaccination
Louisiana,Census,53846,100.0,95.0,*,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,69013,100.0,95.0,*,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,68874,100.0,95.0,*,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,63976,100.0,95.0,*,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,60377,100.0,95.0,*,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,59159,100.0,95.0,*,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Louisiana,Census,53846,100.0,95.0,*,2009_10,93.7,2 doses Varicella Vaccination (unknown disease history)
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,69013,100.0,95.0,*,2011_12,97.2,2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,68874,100.0,95.0,*,2012_13,96.5,2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,63976,100.0,95.0,*,2013_14,96.1,2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,60377,100.0,95.0,*,2014_15,96.7,2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,59159,100.0,95.0,*,2015_16,96.8,2 doses Varicella Vaccination (unknown disease history)
Louisiana,Census,53846,100.0,95.0,*,2009_10,98.0,DTP/DTaP/DT Vaccination
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Louisiana,Census,69013,100.0,95.0,*,2011_12,98.9,DTP/DTaP/DT Vaccination
Louisiana,Census,68874,100.0,95.0,*,2012_13,98.3,DTP/DTaP/DT Vaccination
Louisiana,Census,63976,100.0,95.0,*,2013_14,98.3,DTP/DTaP/DT Vaccination
Louisiana,Census,60377,100.0,95.0,*,2014_15,98.3,DTP/DTaP/DT Vaccination
Louisiana,Census,59159,100.0,95.0,*,2015_16,98.3,DTP/DTaP/DT Vaccination
Louisiana,Census,53846,100.0,95.0,*,2009_10,98.0,Hepatitis B Vaccination
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Louisiana,Census,69013,100.0,95.0,*,2011_12,99.3,Hepatitis B Vaccination
Louisiana,Census,68874,100.0,95.0,*,2012_13,98.8,Hepatitis B Vaccination
Louisiana,Census,63976,100.0,95.0,*,2013_14,98.8,Hepatitis B Vaccination
Louisiana,Census,60377,100.0,95.0,*,2014_15,98.8,Hepatitis B Vaccination
Louisiana,Census,59159,100.0,95.0,*,2015_16,98.9,Hepatitis B Vaccination
Louisiana,Census,53846,100.0,95.0,*,2009_10,96.9,MMR Vaccination
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Louisiana,Census,69013,100.0,95.0,*,2011_12,98.1,MMR Vaccination
Louisiana,Census,68874,100.0,95.0,*,2012_13,96.6,MMR Vaccination
Louisiana,Census,63976,100.0,95.0,*,2013_14,96.8,MMR Vaccination
Louisiana,Census,60377,100.0,95.0,*,2014_15,96.8,MMR Vaccination
Louisiana,Census,59159,100.0,95.0,*,2015_16,96.8,MMR Vaccination
Louisiana,Census,53846,100.0,95.0,*,2009_10,98.9,Polio Vaccination
Louisiana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Louisiana,Census,69013,100.0,95.0,*,2011_12,99.6,Polio Vaccination
Louisiana,Census,68874,100.0,95.0,*,2012_13,99.0,Polio Vaccination
Louisiana,Census,63976,100.0,95.0,*,2013_14,99.0,Polio Vaccination
Louisiana,Census,60377,100.0,95.0,*,2014_15,98.9,Polio Vaccination
Louisiana,Census,59159,100.0,95.0,*,2015_16,96.9,Polio Vaccination
Maine,Voluntary response,14162,75.3,95.0,NaN,2009_10,95.9,1 dose Varicella Vaccination (unknown disease history)
Maine,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Maine,Census,13829,97.0,95.0,NaN,2011_12,94.9,1 dose Varicella Vaccination (unknown disease history)
Maine,Census,14313,94.6,95.0,‡,2012_13,95.1,1 dose Varicella Vaccination (unknown disease history)
Maine,Voluntary response,15441,82.4,95.0,‡,2013_14,93.8,1 dose Varicella Vaccination (unknown disease history)
Maine,Voluntary response (public); Census (private),13704,88.9,95.0,‡,2014_15,96.2,1 dose Varicella Vaccination (unknown disease history)
Maine,Census,13526,90.5,95.0,NaN,2015_16,96.1,1 dose Varicella Vaccination (unknown disease history)
Maine,Voluntary response,14162,75.3,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Maine,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Maine,Census,13829,97.0,95.0,NaN,2011_12,NReq,2 doses Varicella Vaccination (unknown disease history)
Maine,Census,14313,94.6,95.0,‡,2012_13,NReq,2 doses Varicella Vaccination (unknown disease history)
Maine,Voluntary response,15441,82.4,95.0,‡,2013_14,NReq,2 doses Varicella Vaccination (unknown disease history)
Maine,Voluntary response (public); Census (private),13704,88.9,95.0,‡,2014_15,NReq,2 doses Varicella Vaccination (unknown disease history)
